pl_name,hostname,ra,dec,discoverymethod,disc_year,sy_dist
"Kepler-224 b","Kepler-224",290.9342679,47.3575414,"Transit",2014,782.08800000
"Kepler-224 c","Kepler-224",290.9342679,47.3575414,"Transit",2014,782.08800000
"Kepler-224 d","Kepler-224",290.9342679,47.3575414,"Transit",2014,782.08800000
"Kepler-224 e","Kepler-224",290.9342679,47.3575414,"Transit",2014,782.08800000
"Kepler-225 b","Kepler-225",292.1939846,47.4570808,"Transit",2014,561.10100000
"Kepler-225 c","Kepler-225",292.1939846,47.4570808,"Transit",2014,561.10100000
"Kepler-226 b","Kepler-226",292.3760942,47.8809596,"Transit",2014,980.13800000
"Kepler-226 c","Kepler-226",292.3760942,47.8809596,"Transit",2014,980.13800000
"Kepler-226 d","Kepler-226",292.3760942,47.8809596,"Transit",2014,980.13800000
"Kepler-227 b","Kepler-227",291.9342748,48.1416760,"Transit",2014,1083.06000000
"Kepler-227 c","Kepler-227",291.9342748,48.1416760,"Transit",2014,1083.06000000
"Kepler-228 b","Kepler-228",296.2860853,48.2246328,"Transit",2014,1644.61000000
"Kepler-228 c","Kepler-228",296.2860853,48.2246328,"Transit",2014,1644.61000000
"Kepler-228 d","Kepler-228",296.2860853,48.2246328,"Transit",2014,1644.61000000
"Kepler-229 b","Kepler-229",286.9994758,48.3757867,"Transit",2014,826.26500000
"Kepler-229 c","Kepler-229",286.9994758,48.3757867,"Transit",2014,826.26500000
"Kepler-229 d","Kepler-229",286.9994758,48.3757867,"Transit",2014,826.26500000
"Kepler-23 b","Kepler-23",294.2189131,49.4792536,"Transit",2011,835.75600000
"Kepler-23 c","Kepler-23",294.2189131,49.4792536,"Transit",2011,835.75600000
"Kepler-23 d","Kepler-23",294.2189131,49.4792536,"Transit",2014,835.75600000
"Kepler-230 b","Kepler-230",285.7185682,48.5058038,"Transit",2014,740.75400000
"Kepler-230 c","Kepler-230",285.7185682,48.5058038,"Transit",2014,740.75400000
"Kepler-231 b","Kepler-231",293.9733913,50.5318460,"Transit",2014,316.61800000
"Kepler-231 c","Kepler-231",293.9733913,50.5318460,"Transit",2014,316.61800000
"Kepler-232 b","Kepler-232",295.8161668,51.1217249,"Transit",2014,1349.13000000
"Kepler-232 c","Kepler-232",295.8161668,51.1217249,"Transit",2014,1349.13000000
"Kepler-233 b","Kepler-233",296.3665054,51.3194548,"Transit",2014,856.41700000
"Kepler-233 c","Kepler-233",296.3665054,51.3194548,"Transit",2014,856.41700000
"Kepler-234 b","Kepler-234",291.6535379,38.4946597,"Transit",2014,1733.10000000
"Kepler-234 c","Kepler-234",291.6535379,38.4946597,"Transit",2014,1733.10000000
"Kepler-235 b","Kepler-235",286.0790779,39.2782370,"Transit",2014,428.01800000
"Kepler-235 c","Kepler-235",286.0790779,39.2782370,"Transit",2014,428.01800000
"Kepler-235 d","Kepler-235",286.0790779,39.2782370,"Transit",2014,428.01800000
"Kepler-235 e","Kepler-235",286.0790779,39.2782370,"Transit",2014,428.01800000
"Kepler-236 b","Kepler-236",283.8664285,39.8981928,"Transit",2014,288.76300000
"Kepler-236 c","Kepler-236",283.8664285,39.8981928,"Transit",2014,288.76300000
"Kepler-237 b","Kepler-237",283.2213438,40.4217620,"Transit",2014,657.82200000
"Kepler-237 c","Kepler-237",283.2213438,40.4217620,"Transit",2014,657.82200000
"Kepler-238 b","Kepler-238",287.8971066,40.6378141,"Transit",2014,1798.75000000
"Kepler-238 c","Kepler-238",287.8971066,40.6378141,"Transit",2014,1798.75000000
"Kepler-238 d","Kepler-238",287.8971066,40.6378141,"Transit",2014,1798.75000000
"Kepler-238 e","Kepler-238",287.8971066,40.6378141,"Transit",2013,1798.75000000
"Kepler-238 f","Kepler-238",287.8971066,40.6378141,"Transit",2013,1798.75000000
"Kepler-239 b","Kepler-239",294.2020505,40.6633313,"Transit",2014,648.10900000
"Kepler-239 c","Kepler-239",294.2020505,40.6633313,"Transit",2014,648.10900000
"Kepler-24 b","Kepler-24",290.4132621,38.3437283,"Transit",2011,1156.81000000
"Kepler-24 c","Kepler-24",290.4132621,38.3437283,"Transit",2011,1156.81000000
"Kepler-24 d","Kepler-24",290.4132621,38.3437283,"Transit",2014,1156.81000000
"Kepler-24 e","Kepler-24",290.4132621,38.3437283,"Transit",2014,1156.81000000
"Kepler-240 b","Kepler-240",291.1587635,40.7502108,"Transit",2014,746.92700000
"Kepler-240 c","Kepler-240",291.1587635,40.7502108,"Transit",2014,746.92700000
"Kepler-241 b","Kepler-241",292.9131121,41.0609786,"Transit",2014,512.00000000
"Kepler-241 c","Kepler-241",292.9131121,41.0609786,"Transit",2014,512.00000000
"Kepler-242 b","Kepler-242",286.5656932,41.8084168,"Transit",2014,600.24100000
"Kepler-242 c","Kepler-242",286.5656932,41.8084168,"Transit",2014,600.24100000
"Kepler-243 b","Kepler-243",285.1104819,42.0339619,"Transit",2014,693.86000000
"Kepler-243 c","Kepler-243",285.1104819,42.0339619,"Transit",2014,693.86000000
"Kepler-244 b","Kepler-244",287.2426410,42.3014185,"Transit",2014,1036.49000000
"Kepler-244 c","Kepler-244",287.2426410,42.3014185,"Transit",2014,1036.49000000
"Kepler-244 d","Kepler-244",287.2426410,42.3014185,"Transit",2014,1036.49000000
"Kepler-245 b","Kepler-245",291.6389972,42.4363482,"Transit",2014,861.52700000
"Kepler-245 c","Kepler-245",291.6389972,42.4363482,"Transit",2014,861.52700000
"Kepler-245 d","Kepler-245",291.6389972,42.4363482,"Transit",2014,861.52700000
"Kepler-245 e","Kepler-245",291.6389972,42.4363482,"Transit",2016,861.52700000
"Kepler-246 b","Kepler-246",296.4834007,42.6633806,"Transit",2014,626.07800000
"Kepler-246 c","Kepler-246",296.4834007,42.6633806,"Transit",2014,626.07800000
"Kepler-247 b","Kepler-247",288.6425609,43.0393769,"Transit",2014,663.71100000
"Kepler-247 c","Kepler-247",288.6425609,43.0393769,"Transit",2014,663.71100000
"Kepler-247 d","Kepler-247",288.6425609,43.0393769,"Transit",2014,663.71100000
"Kepler-248 b","Kepler-248",293.0613138,43.5813577,"Transit",2014,738.79200000
"Kepler-248 c","Kepler-248",293.0613138,43.5813577,"Transit",2014,738.79200000
"Kepler-249 b","Kepler-249",296.9853002,43.6586043,"Transit",2014,190.40100000
"Kepler-249 c","Kepler-249",296.9853002,43.6586043,"Transit",2014,190.40100000
"Kepler-249 d","Kepler-249",296.9853002,43.6586043,"Transit",2014,190.40100000
"Kepler-25 b","Kepler-25",286.6383905,39.4879038,"Transit",2011,243.24900000
"Kepler-25 c","Kepler-25",286.6383905,39.4879038,"Transit",2011,243.24900000
"Kepler-25 d","Kepler-25",286.6383905,39.4879038,"Radial Velocity",2014,243.24900000
"Kepler-250 b","Kepler-250",289.5947633,44.1418114,"Transit",2014,760.58500000
"Kepler-250 c","Kepler-250",289.5947633,44.1418114,"Transit",2014,760.58500000
"Kepler-250 d","Kepler-250",289.5947633,44.1418114,"Transit",2014,760.58500000
"Kepler-251 b","Kepler-251",296.5662171,44.1058077,"Transit",2014,924.62500000
"Kepler-251 c","Kepler-251",296.5662171,44.1058077,"Transit",2014,924.62500000
"Kepler-251 d","Kepler-251",296.5662171,44.1058077,"Transit",2014,924.62500000
"Kepler-251 e","Kepler-251",296.5662171,44.1058077,"Transit",2014,924.62500000
"Kepler-252 b","Kepler-252",295.5793290,44.5459052,"Transit",2014,379.42400000
"Kepler-252 c","Kepler-252",295.5793290,44.5459052,"Transit",2014,379.42400000
"Kepler-253 b","Kepler-253",291.8419337,44.8581240,"Transit",2014,838.59500000
"Kepler-253 c","Kepler-253",291.8419337,44.8581240,"Transit",2014,838.59500000
"Kepler-253 d","Kepler-253",291.8419337,44.8581240,"Transit",2014,838.59500000
"Kepler-254 b","Kepler-254",288.1646541,45.8164257,"Transit",2014,1389.48000000
"Kepler-254 c","Kepler-254",288.1646541,45.8164257,"Transit",2014,1389.48000000
"Kepler-254 d","Kepler-254",288.1646541,45.8164257,"Transit",2014,1389.48000000
"Kepler-255 b","Kepler-255",296.0642702,45.9767647,"Transit",2014,1052.53000000
"Kepler-255 c","Kepler-255",296.0642702,45.9767647,"Transit",2014,1052.53000000
"Kepler-255 d","Kepler-255",296.0642702,45.9767647,"Transit",2016,1052.53000000
"Kepler-256 b","Kepler-256",292.5804200,46.0973588,"Transit",2014,1026.43000000
"Kepler-256 c","Kepler-256",292.5804200,46.0973588,"Transit",2014,1026.43000000
"Kepler-256 d","Kepler-256",292.5804200,46.0973588,"Transit",2014,1026.43000000
"Kepler-256 e","Kepler-256",292.5804200,46.0973588,"Transit",2014,1026.43000000
"Kepler-257 b","Kepler-257",297.3159994,46.0232642,"Transit",2014,780.25600000
"Kepler-257 c","Kepler-257",297.3159994,46.0232642,"Transit",2014,780.25600000
"Kepler-257 d","Kepler-257",297.3159994,46.0232642,"Transit",2014,780.25600000
"Kepler-258 b","Kepler-258",294.0684116,46.5791357,"Transit",2014,575.98800000
"Kepler-258 c","Kepler-258",294.0684116,46.5791357,"Transit",2014,575.98800000
"Kepler-259 b","Kepler-259",288.2119707,46.6150461,"Transit",2014,1002.14000000
"Kepler-259 c","Kepler-259",288.2119707,46.6150461,"Transit",2014,1002.14000000
"Kepler-26 b","Kepler-26",284.9410627,46.5664505,"Transit",2011,335.30700000
"Kepler-26 c","Kepler-26",284.9410627,46.5664505,"Transit",2011,335.30700000
"Kepler-26 d","Kepler-26",284.9410627,46.5664505,"Transit",2014,335.30700000
"Kepler-26 e","Kepler-26",284.9410627,46.5664505,"Transit",2014,335.30700000
"Kepler-260 b","Kepler-260",291.9259658,38.0140525,"Transit",2014,627.36500000
"Kepler-260 c","Kepler-260",291.9259658,38.0140525,"Transit",2014,627.36500000
"Kepler-261 b","Kepler-261",291.3647333,37.6092390,"Transit",2014,317.49900000
"Kepler-261 c","Kepler-261",291.3647333,37.6092390,"Transit",2014,317.49900000
"Kepler-262 b","Kepler-262",290.7287168,37.2526575,"Transit",2014,613.12900000
"Kepler-262 c","Kepler-262",290.7287168,37.2526575,"Transit",2014,613.12900000
"Kepler-263 b","Kepler-263",292.4698022,37.5677941,"Transit",2014,754.74700000
"Kepler-263 c","Kepler-263",292.4698022,37.5677941,"Transit",2014,754.74700000
"Kepler-264 b","Kepler-264",292.0446280,37.3761861,"Transit",2014,942.17300000
"Kepler-264 c","Kepler-264",292.0446280,37.3761861,"Transit",2014,942.17300000
"Kepler-265 b","Kepler-265",290.5104788,41.2447430,"Transit",2014,1280.25000000
"Kepler-265 c","Kepler-265",290.5104788,41.2447430,"Transit",2014,1280.25000000
"Kepler-265 d","Kepler-265",290.5104788,41.2447430,"Transit",2014,1280.25000000
"Kepler-265 e","Kepler-265",290.5104788,41.2447430,"Transit",2014,1280.25000000
"Kepler-266 b","Kepler-266",294.4843821,44.1669355,"Transit",2014,1370.79000000
"Kepler-266 c","Kepler-266",294.4843821,44.1669355,"Transit",2014,1370.79000000
"Kepler-267 b","Kepler-267",299.8305655,47.1575741,"Transit",2014,264.99300000
"Kepler-267 c","Kepler-267",299.8305655,47.1575741,"Transit",2014,264.99300000
"Kepler-267 d","Kepler-267",299.8305655,47.1575741,"Transit",2014,264.99300000
"Kepler-268 b","Kepler-268",291.9761559,38.0550327,"Transit",2014,851.87000000
"Kepler-268 c","Kepler-268",291.9761559,38.0550327,"Transit",2014,851.87000000
"Kepler-269 b","Kepler-269",290.2151459,41.7759810,"Transit",2014,2257.32000000
"Kepler-269 c","Kepler-269",290.2151459,41.7759810,"Transit",2014,2257.32000000
"Kepler-27 b","Kepler-27",292.2367608,41.0858710,"Transit",2011,1044.36000000
"Kepler-27 c","Kepler-27",292.2367608,41.0858710,"Transit",2011,1044.36000000
"Kepler-27 d","Kepler-27",292.2367608,41.0858710,"Transit",2021,1044.36000000
"Kepler-270 b","Kepler-270",282.2001207,44.4222795,"Transit",2014,948.78100000
"Kepler-270 c","Kepler-270",282.2001207,44.4222795,"Transit",2014,948.78100000
"Kepler-271 b","Kepler-271",283.0029316,44.2841080,"Transit",2014,404.54200000
"Kepler-271 c","Kepler-271",283.0029316,44.2841080,"Transit",2014,404.54200000
"Kepler-271 d","Kepler-271",283.0029316,44.2841080,"Transit",2016,404.54200000
"Kepler-272 b","Kepler-272",299.1275257,47.5938319,"Transit",2014,889.60800000
"Kepler-272 c","Kepler-272",299.1275257,47.5938319,"Transit",2014,889.60800000
"Kepler-272 d","Kepler-272",299.1275257,47.5938319,"Transit",2014,889.60800000
"Kepler-273 b","Kepler-273",291.3021458,47.6976573,"Transit",2014,713.96400000
"Kepler-273 c","Kepler-273",291.3021458,47.6976573,"Transit",2014,713.96400000
"Kepler-274 b","Kepler-274",292.9227926,38.4772173,"Transit",2014,1333.62000000
"Kepler-274 c","Kepler-274",292.9227926,38.4772173,"Transit",2014,1333.62000000
"Kepler-275 b","Kepler-275",292.4797004,38.5149018,"Transit",2014,2034.25000000
"Kepler-275 c","Kepler-275",292.4797004,38.5149018,"Transit",2014,2034.25000000
"Kepler-275 d","Kepler-275",292.4797004,38.5149018,"Transit",2014,2034.25000000
"Kepler-276 b","Kepler-276",293.5681970,39.0363123,"Transit",2014,1144.86000000
"Kepler-276 c","Kepler-276",293.5681970,39.0363123,"Transit",2013,1144.86000000
"Kepler-276 d","Kepler-276",293.5681970,39.0363123,"Transit",2013,1144.86000000
"Kepler-277 b","Kepler-277",286.5831894,39.0772582,"Transit",2013,976.64300000
"Kepler-277 c","Kepler-277",286.5831894,39.0772582,"Transit",2013,976.64300000
"Kepler-278 b","Kepler-278",290.1072124,38.7022694,"Transit",2014,443.03000000
"Kepler-278 c","Kepler-278",290.1072124,38.7022694,"Transit",2014,443.03000000
"Kepler-279 b","Kepler-279",287.3912950,42.1948220,"Transit",2014,1037.40000000
"Kepler-279 c","Kepler-279",287.3912950,42.1948220,"Transit",2013,1037.40000000
"Kepler-279 d","Kepler-279",287.3912950,42.1948220,"Transit",2013,1037.40000000
"Kepler-279 e","Kepler-279",287.3912950,42.1948220,"Transit",2025,1037.40000000
"Kepler-28 b","Kepler-28",292.1370409,42.4294835,"Transit",2011,438.35900000
"Kepler-28 c","Kepler-28",292.1370409,42.4294835,"Transit",2011,438.35900000
"Kepler-280 b","Kepler-280",291.3905325,42.1804735,"Transit",2014,780.36100000
"Kepler-280 c","Kepler-280",291.3905325,42.1804735,"Transit",2014,780.36100000
"Kepler-281 b","Kepler-281",294.1081465,44.7706524,"Transit",2014,1745.45000000
"Kepler-281 c","Kepler-281",294.1081465,44.7706524,"Transit",2014,1745.45000000
"Kepler-281 d","Kepler-281",294.1081465,44.7706524,"Transit",2021,1745.45000000
"Kepler-282 b","Kepler-282",284.6772402,44.7976401,"Transit",2014,1337.61000000
"Kepler-282 c","Kepler-282",284.6772402,44.7976401,"Transit",2014,1337.61000000
"Kepler-282 d","Kepler-282",284.6772402,44.7976401,"Transit",2013,1337.61000000
"Kepler-282 e","Kepler-282",284.6772402,44.7976401,"Transit",2013,1337.61000000
"Kepler-283 b","Kepler-283",293.6137413,47.8389380,"Transit",2014,468.09400000
"Kepler-283 c","Kepler-283",293.6137413,47.8389380,"Transit",2014,468.09400000
"Kepler-284 b","Kepler-284",293.1465698,47.7297053,"Transit",2014,1031.95000000
"Kepler-284 c","Kepler-284",293.1465698,47.7297053,"Transit",2014,1031.95000000
"Kepler-285 b","Kepler-285",291.3908469,48.0655392,"Transit",2014,824.31000000
"Kepler-285 c","Kepler-285",291.3908469,48.0655392,"Transit",2014,824.31000000
"Kepler-286 b","Kepler-286",290.6761874,48.2942362,"Transit",2014,1226.85000000
"Kepler-286 c","Kepler-286",290.6761874,48.2942362,"Transit",2014,1226.85000000
"Kepler-286 d","Kepler-286",290.6761874,48.2942362,"Transit",2014,1226.85000000
"Kepler-286 e","Kepler-286",290.6761874,48.2942362,"Transit",2014,1226.85000000
"Kepler-287 b","Kepler-287",290.9274282,48.4434588,"Transit",2014,835.86000000
"Kepler-287 c","Kepler-287",290.9274282,48.4434588,"Transit",2014,835.86000000
"Kepler-288 b","Kepler-288",288.9163997,39.5947523,"Transit",2014,1194.15000000
"Kepler-288 c","Kepler-288",288.9163997,39.5947523,"Transit",2014,1194.15000000
"Kepler-288 d","Kepler-288",288.9163997,39.5947523,"Transit",2014,1194.15000000
"Kepler-289 b","Kepler-289",297.4653351,42.8828517,"Transit",2014,704.43800000
"Kepler-289 c","Kepler-289",297.4653351,42.8828517,"Transit",2014,704.43800000
"Kepler-289 d","Kepler-289",297.4653351,42.8828517,"Transit",2014,704.43800000
"Kepler-289 e","Kepler-289",297.4653351,42.8828517,"Transit",2025,704.43800000
"Kepler-29 b","Kepler-29",298.3483820,47.4913021,"Transit",2011,832.53200000
"Kepler-29 c","Kepler-29",298.3483820,47.4913021,"Transit",2011,832.53200000
"Kepler-290 b","Kepler-290",286.4100307,42.6815137,"Transit",2014,694.62700000
"Kepler-290 c","Kepler-290",286.4100307,42.6815137,"Transit",2014,694.62700000
"Kepler-290 d","Kepler-290",286.4100307,42.6815137,"Transit",2023,694.62700000
"Kepler-291 b","Kepler-291",287.9163029,42.4372666,"Transit",2014,1786.48000000
"Kepler-291 c","Kepler-291",287.9163029,42.4372666,"Transit",2014,1786.48000000
"Kepler-292 b","Kepler-292",295.7661979,42.4242822,"Transit",2014,1056.48000000
"Kepler-292 c","Kepler-292",295.7661979,42.4242822,"Transit",2014,1056.48000000
"Kepler-292 d","Kepler-292",295.7661979,42.4242822,"Transit",2014,1056.48000000
"Kepler-292 e","Kepler-292",295.7661979,42.4242822,"Transit",2014,1056.48000000
"Kepler-292 f","Kepler-292",295.7661979,42.4242822,"Transit",2014,1056.48000000
"Kepler-293 b","Kepler-293",286.3580611,42.4064917,"Transit",2014,974.63300000
"Kepler-293 c","Kepler-293",286.3580611,42.4064917,"Transit",2014,974.63300000
"Kepler-294 b","Kepler-294",287.3920392,46.0592578,"Transit",2014,1357.01000000
"Kepler-294 c","Kepler-294",287.3920392,46.0592578,"Transit",2014,1357.01000000
"Kepler-295 b","Kepler-295",285.3458383,45.3677754,"Transit",2014,1699.19000000
"Kepler-295 c","Kepler-295",285.3458383,45.3677754,"Transit",2014,1699.19000000
"Kepler-295 d","Kepler-295",285.3458383,45.3677754,"Transit",2014,1699.19000000
"Kepler-296 b","Kepler-296",286.5400278,49.4372614,"Transit",2014,167.00000000
"Kepler-296 c","Kepler-296",286.5400278,49.4372614,"Transit",2014,167.00000000
"Kepler-296 d","Kepler-296",286.5400278,49.4372614,"Transit",2014,167.00000000
"Kepler-296 e","Kepler-296",286.5400278,49.4372614,"Transit",2014,167.00000000
"Kepler-296 f","Kepler-296",286.5400278,49.4372614,"Transit",2014,167.00000000
"Kepler-297 b","Kepler-297",283.2091605,48.7776156,"Transit",2014,692.14000000
"Kepler-297 c","Kepler-297",283.2091605,48.7776156,"Transit",2014,692.14000000
"Kepler-297 d","Kepler-297",283.2091605,48.7776156,"Transit",2023,692.14000000
"Kepler-298 b","Kepler-298",283.0398448,48.8253303,"Transit",2014,518.20400000
"Kepler-298 c","Kepler-298",283.0398448,48.8253303,"Transit",2014,518.20400000
"Kepler-298 d","Kepler-298",283.0398448,48.8253303,"Transit",2014,518.20400000
"Kepler-299 b","Kepler-299",283.2070156,48.5805222,"Transit",2014,1052.24000000
"Kepler-299 c","Kepler-299",283.2070156,48.5805222,"Transit",2014,1052.24000000
"Kepler-299 d","Kepler-299",283.2070156,48.5805222,"Transit",2014,1052.24000000
"Kepler-299 e","Kepler-299",283.2070156,48.5805222,"Transit",2014,1052.24000000
"Kepler-30 b","Kepler-30",285.2836483,38.9472625,"Transit",2012,914.22100000
"Kepler-30 c","Kepler-30",285.2836483,38.9472625,"Transit",2012,914.22100000
"Kepler-30 d","Kepler-30",285.2836483,38.9472625,"Transit",2012,914.22100000
"Kepler-300 b","Kepler-300",295.2886934,48.5997243,"Transit",2014,1098.45000000
"Kepler-300 c","Kepler-300",295.2886934,48.5997243,"Transit",2014,1098.45000000
"Kepler-301 b","Kepler-301",283.9829040,49.2329512,"Transit",2014,719.16600000
"Kepler-301 c","Kepler-301",283.9829040,49.2329512,"Transit",2014,719.16600000
"Kepler-301 d","Kepler-301",283.9829040,49.2329512,"Transit",2014,719.16600000
"Kepler-302 b","Kepler-302",294.3169307,43.6292436,"Transit",2014,1402.58000000
"Kepler-302 c","Kepler-302",294.3169307,43.6292436,"Transit",2014,1402.58000000
"Kepler-303 b","Kepler-303",283.1354742,43.6567036,"Transit",2014,209.73800000
"Kepler-303 c","Kepler-303",283.1354742,43.6567036,"Transit",2014,209.73800000
"Kepler-304 b","Kepler-304",294.4418031,40.5575408,"Transit",2014,434.68400000
"Kepler-304 c","Kepler-304",294.4418031,40.5575408,"Transit",2014,434.68400000
"Kepler-304 d","Kepler-304",294.4418031,40.5575408,"Transit",2014,434.68400000
"Kepler-304 e","Kepler-304",294.4418031,40.5575408,"Transit",2016,434.68400000
"Kepler-305 b","Kepler-305",299.2242557,40.3431670,"Transit",2013,868.47700000
"Kepler-305 c","Kepler-305",299.2242557,40.3431670,"Transit",2013,868.47700000
"Kepler-305 d","Kepler-305",299.2242557,40.3431670,"Transit",2014,868.47700000
"Kepler-305 e","Kepler-305",299.2242557,40.3431670,"Transit",2020,868.47700000
"Kepler-306 b","Kepler-306",288.5387145,40.6160545,"Transit",2014,775.67900000
"Kepler-306 c","Kepler-306",288.5387145,40.6160545,"Transit",2014,775.67900000
"Kepler-306 d","Kepler-306",288.5387145,40.6160545,"Transit",2014,775.67900000
"Kepler-306 e","Kepler-306",288.5387145,40.6160545,"Transit",2014,775.67900000
"Kepler-307 b","Kepler-307",297.7950939,40.4176403,"Transit",2013,575.58100000
"Kepler-307 c","Kepler-307",297.7950939,40.4176403,"Transit",2013,575.58100000
"Kepler-308 b","Kepler-308",295.7852423,40.4395753,"Transit",2014,1335.92000000
"Kepler-308 c","Kepler-308",295.7852423,40.4395753,"Transit",2014,1335.92000000
"Kepler-309 b","Kepler-309",297.5098911,46.9614121,"Transit",2014,544.56800000
"Kepler-309 c","Kepler-309",297.5098911,46.9614121,"Transit",2014,544.56800000
"Kepler-31 b","Kepler-31",294.0230229,45.8530535,"Transit",2011,1664.64000000
"Kepler-31 c","Kepler-31",294.0230229,45.8530535,"Transit",2011,1664.64000000
"Kepler-31 d","Kepler-31",294.0230229,45.8530535,"Transit",2014,1664.64000000
"Kepler-310 b","Kepler-310",288.8392780,46.9867472,"Transit",2014,602.26800000
"Kepler-310 c","Kepler-310",288.8392780,46.9867472,"Transit",2014,602.26800000
"Kepler-310 d","Kepler-310",288.8392780,46.9867472,"Transit",2014,602.26800000
"Kepler-311 b","Kepler-311",282.0612731,47.0854984,"Transit",2014,778.65400000
"Kepler-311 c","Kepler-311",282.0612731,47.0854984,"Transit",2014,778.65400000
"Kepler-311 d","Kepler-311",282.0612731,47.0854984,"Transit",2023,778.65400000
"Kepler-312 b","Kepler-312",298.3957687,42.4597712,"Transit",2014,797.72000000
"Kepler-312 c","Kepler-312",298.3957687,42.4597712,"Transit",2014,797.72000000
"Kepler-313 b","Kepler-313",298.2948708,48.7754000,"Transit",2014,1079.39524871
"Kepler-313 c","Kepler-313",298.2948708,48.7754000,"Transit",2014,1079.39524871
"Kepler-314 b","Kepler-314",294.6741507,42.0756037,"Transit",2014,268.88100000
"Kepler-314 c","Kepler-314",294.6741507,42.0756037,"Transit",2014,268.88100000
"Kepler-315 b","Kepler-315",298.0230967,43.3634761,"Transit",2014,1160.63000000
"Kepler-315 c","Kepler-315",298.0230967,43.3634761,"Transit",2014,1160.63000000
"Kepler-316 b","Kepler-316",290.8258350,44.1838993,"Transit",2014,384.93800000
"Kepler-316 c","Kepler-316",290.8258350,44.1838993,"Transit",2014,384.93800000
"Kepler-317 b","Kepler-317",294.9438822,39.0320499,"Transit",2014,940.58400000
"Kepler-317 c","Kepler-317",294.9438822,39.0320499,"Transit",2014,940.58400000
"Kepler-318 b","Kepler-318",298.4828337,46.7936357,"Transit",2014,489.14100000
"Kepler-318 c","Kepler-318",298.4828337,46.7936357,"Transit",2014,489.14100000
"Kepler-319 b","Kepler-319",288.8119782,39.7706431,"Transit",2014,503.43600000
"Kepler-319 c","Kepler-319",288.8119782,39.7706431,"Transit",2014,503.43600000
"Kepler-319 d","Kepler-319",288.8119782,39.7706431,"Transit",2014,503.43600000
"Kepler-32 b","Kepler-32",297.8423073,46.5743595,"Transit",2011,323.84700000
"Kepler-32 c","Kepler-32",297.8423073,46.5743595,"Transit",2011,323.84700000
"Kepler-32 d","Kepler-32",297.8423073,46.5743595,"Transit",2012,323.84700000
"Kepler-32 e","Kepler-32",297.8423073,46.5743595,"Transit",2012,323.84700000
"Kepler-32 f","Kepler-32",297.8423073,46.5743595,"Transit",2012,323.84700000
"Kepler-320 b","Kepler-320",293.2135155,46.1751457,"Transit",2014,826.61300000
"Kepler-320 c","Kepler-320",293.2135155,46.1751457,"Transit",2014,826.61300000
"Kepler-321 b","Kepler-321",294.4536991,44.1457626,"Transit",2014,384.54200000
"Kepler-321 c","Kepler-321",294.4536991,44.1457626,"Transit",2014,384.54200000
"Kepler-322 b","Kepler-322",281.3487514,44.2952525,"Transit",2014,400.48000000
"Kepler-322 c","Kepler-322",281.3487514,44.2952525,"Transit",2014,400.48000000
"Kepler-323 b","Kepler-323",291.3822988,38.1274595,"Transit",2014,454.88300000
"Kepler-323 c","Kepler-323",291.3822988,38.1274595,"Transit",2014,454.88300000
"Kepler-324 b","Kepler-324",286.4714473,49.6490933,"Transit",2014,501.57400000
"Kepler-324 c","Kepler-324",286.4714473,49.6490933,"Transit",2014,501.57400000
"Kepler-324 e","Kepler-324",286.4714473,49.6490933,"Transit",2021,501.57400000
"Kepler-325 b","Kepler-325",289.8354219,49.8256070,"Transit",2014,823.24200000
"Kepler-325 c","Kepler-325",289.8354219,49.8256070,"Transit",2014,823.24200000
"Kepler-325 d","Kepler-325",289.8354219,49.8256070,"Transit",2014,823.24200000
"Kepler-326 b","Kepler-326",294.3255898,46.0022646,"Transit",2014,487.67500000
"Kepler-326 c","Kepler-326",294.3255898,46.0022646,"Transit",2014,487.67500000
"Kepler-326 d","Kepler-326",294.3255898,46.0022646,"Transit",2014,487.67500000
"Kepler-327 b","Kepler-327",292.6422963,44.0876251,"Transit",2014,241.98700000
"Kepler-327 c","Kepler-327",292.6422963,44.0876251,"Transit",2014,241.98700000
"Kepler-327 d","Kepler-327",292.6422963,44.0876251,"Transit",2014,241.98700000
"Kepler-328 b","Kepler-328",295.8092756,40.0084866,"Transit",2013,2213.19000000
"Kepler-328 c","Kepler-328",295.8092756,40.0084866,"Transit",2013,2213.19000000
"Kepler-329 b","Kepler-329",299.2681646,45.2272852,"Transit",2014,439.71900000
"Kepler-329 c","Kepler-329",299.2681646,45.2272852,"Transit",2014,439.71900000
"Kepler-33 b","Kepler-33",289.0775348,46.0051696,"Transit",2011,1209.16000000
"Kepler-33 c","Kepler-33",289.0775348,46.0051696,"Transit",2011,1209.16000000
"Kepler-33 d","Kepler-33",289.0775348,46.0051696,"Transit",2011,1209.16000000
"Kepler-33 e","Kepler-33",289.0775348,46.0051696,"Transit",2011,1209.16000000
"Kepler-33 f","Kepler-33",289.0775348,46.0051696,"Transit",2011,1209.16000000
"Kepler-330 b","Kepler-330",288.4474035,44.8017616,"Transit",2014,717.52700000
"Kepler-330 c","Kepler-330",288.4474035,44.8017616,"Transit",2014,717.52700000
"Kepler-331 b","Kepler-331",291.8343455,39.3073462,"Transit",2014,580.11900000
"Kepler-331 c","Kepler-331",291.8343455,39.3073462,"Transit",2014,580.11900000
"Kepler-331 d","Kepler-331",291.8343455,39.3073462,"Transit",2014,580.11900000
"Kepler-332 b","Kepler-332",286.6627811,47.4136938,"Transit",2014,344.19000000
